artist,song,link,text
Z-Ro,Let Me Live My Life,/z/z+ro/let+me+live+my+life_20681815.html,"[Z-Ro]  
My life is like a mercy game, ducking and dodging crooked cops  
On a mission fishing for feddy, ready to make a knot  
I'm use to having less, and I just can't deal with the stress  
And it seems like everywhere I go, another nigga want to test  
Brother don't disrespect yourself and get yourself up in a, vine  
Cause I'm a maniac with a mac, and a black back-pack  
Smoking up on the urban fat sack, I'm trying to keep from going off  
But niggas be trying to make me starve, when I need groceries in my house  
Wicked niggas say they be friends, but end up trying to kill your friends  
Always turn to foes, that's saying it's over millions  
Dealing with dirty niggas on a daily basis  
Don't really want to fuck with em, but see they baby faces  
I gotta survive  
[Chorus - 2x]  
Let me live my life, nigga don't fuck with me  
To deal out these deeds, then you die  
And when it's my time hope I don't, cry  
[Z-Ro]  
Living in the ghetto, day by day  
I'm bumping trying to make a profit, cause I gotta get my pay  
You better, keep watching me and  
Pretty soon, you'll see man  
That I'm a real rich nigga from the Houston streets  
Fried out licking, looking for something to eat  
I'm on a mission, whipping birds like they stole something  
Pain, it make me want to roll something  
I'm a soldier, and I'm outta my mind  
Voice mail beeping for days, cause I'm out on the grind  
Guess my daddy didn't love me, cause he turned his back  
Therefor the streets is my people, a nigga learned like that  
And I haaaad to get up, and bleed the block  
And it don't stop  
[Chorus - 2x]  
[Z-Ro]  
My nigga Herman Fisher doing fed time  
I remember like it was yesterday, it made the headlines, damn  
I had to start all over, but it didn't matter cause I was a soldier  
Walking around with a king size chip on my shoulder  
Missing my mama while I Iay down, on benches to sleep  
Snatching purses and hopping fences just to eat  
Still I maintain, I'm still in the same game chasing paper  
Bitch niggas be up in my business, like oops I'm erasing haters  
I'm S.U.C. for life, KMJ until I'm finished  
Like Popeye from the ghetto, but a nigga don't need no spinach  
All I need is my Nina when I be flipping birds  
Cause all I have in this world, is my balls and my word  
[Chorus 4x]

"
Randy Travis,King Of The Road,/r/randy+travis/king+of+the+road_20114197.html,"Trailer for sale or rent  
Rooms to let, fifty cents.  
No phone, no pool, no pets  
I ain't got no cigarettes  
Ah, but, two hours of pushin' broom  
Buys an eight by twelve four-bit room  
I'm a man of means by no means  
King of the road.  
  
Third boxcar, midnight train  
Destination, Bangor, Maine.  
Old worn out suit and shoes,  
I don't pay no union dues,  
I smoke old stogies I have found  
Short, but not too big around  
I'm a man of means by no means  
King of the road.  
  
I know every engineer on every train  
All of their children, and all of their names  
And every handout in every town  
And every lock that ain't locked  
When no one's around.  
  
I sing,  
Trailers for sale or rent  
Rooms to let, fifty cents  
No phone, no pool, no pets  
I ain't got no cigarettes  
Ah, but, two hours of pushin' broom  
Buys an eight by twelve four-bit room  
I'm a man of means by no means  
King of the road.

"
Old 97's,Bloomington,/o/old+97s/bloomington_20562586.html,"She drove a blue car around Bloomington  
She was a thin girl but she had substance  
She said that most girls who come to Bloomington  
Only come here to find husbands  
The existence of God was confirmed  
By the way she unfolded herself alongside  
And I tried to harden my heart  
But she wouldn't let me, she wouldn't let me  
Oh oh Bloomington, Bloomington  
When the rest of the world is over and done  
Oh oh you'll still be the only one  
I'll ever love Bloomington  
In a park that doubled as a parking lot  
There was music it was free  
Oh the girl in pink took a sip of my drink  
And laid down next to me  
Yeah the way she unfolded herself  
Was an earthquake a hurricane tidal wave flood  
This is love baby this is love  
The moment she let me, the moment she let me  
Oh Bloomington, Bloomington  
When the rest of the world is over and done  
Oh oh you'll still be the only one  
I'll ever love Bloomington  
She drove a blue car around Bloomington  
She was a thin girl but she had substance  
She said that most girls who come to Bloomington  
Only come here to find husbands  
Bloomington, Bloomington  
When the rest of the world is over and done  
Oh oh you'll still be the only one  
I'll ever love Bloomington  
She drove a blue car around Bloomington  
She was a thin girl but she had substance  
She said that most girls who come to Bloomington  
Only come here to find husbands  
Bloomington, Bloomington  
When the rest of the world is over and done  
Oh oh you'll still be the only one  
I'll ever love Bloomington  
Bloomington, Bloomington  
When the rest of the world is over and done  
You'll still be the only one  
I'll ever love Bloomington  
You'll still be the only one  
I'll ever love Bloomington  

"
Foo Fighters,Stacked Actors,/f/foo+fighters/stacked+actors_20054716.html,"Oh mirror mirror  
You're coming in clear  
I'm finally somewhere in between  
I'm impressed  
What a beautiful chest  
I never meant to make a big scene  
  
Will you resign to the latest design  
You look so messy when you dress up in dreams  
One more for hire  
Or wonderful liar?  
I think its time we all should come clean  
  
Stack dead actors  
Stacked to the rafters  
Line up the bastards  
All I want is the truth  
  
Hey hey now, can you fake it?  
Can you make it look like we want?  
Hey hey now, can you take it?  
And we cry when they all die blond?  
  
God bless, what a sensitive mess  
Yeah but things aren't always what they seem  
Your teary eyes  
Your famous disguise  
Never knowing who to believe  
  
See through  
Yeah, but what do you do?  
When you're just another aging drag queen?  
  
Stack dead actors  
Stacked to the rafters  
Line up the bastards  
All I want is the truth  
  
Hey hey now, can you fake it?  
Can you make it look like we want?  
Hey hey now, can you take it?  
And we cry when they all die blond?

"
Carly Simon,Don't Wrap It Up,/c/carly+simon/dont+wrap+it+up_20027300.html,"I'll take some of this, I'll have some of that  
And several more of these  
Now that I see it, I know what I like  
So I'll like it if you please  
I ain't nobody's princess, stuck in Sunday School  
So I'll help myself to love  
And have the whole career  
Don't wrap it up, I'll eat it here  
  
Just look at you now, the ultimate guy  
Class and wit and style  
Once I might have pretended, to be someone else  
Attracting you with guile  
But now I'm not about to dress up, in some other woman's shoes  
I've got nothing to lose  
So I'll help myself to love,  
Gather round and cheer  
Don't wrap it up, I'll eat it here  
  
I've stood there patiently waiting in line  
A take-out man's an O.K. plan  
If you've got lots of time  
Especially if he's biodegradable  
  
I ain't nobody's princess  
I ain't nobody's fool  
So I'll help myself to love  
There's nothing more to fear  
Don't wrap it up, I'll eat it here

"
Nine Inch Nails,Everything,/n/nine+inch+nails/everything_21064055.html,"I survived, everything  
I have tried, everything (everything, everything)  
  
All the walls begin to devolve away  
Do your hands begin to shake shake shake shake shake?  
And just who do you think you used to be?  
All beings to burn to break to break to break  
  
Wave goodbye, wish me well  
I've become, something else (something else, something else, just as well)  
  
But this thing that lives inside of me  
Will surely rise awake awake awake awake awake  
And the sead that brekas right through to me  
And it comes to grab and take and take and take and take  
  
I am home, I believe  
I am home, I am free  
I am home, I can see  
Always here, finally  
  
I am home, I believe  
I am home, I am free

"
Rolling Stones,Hitch Hike,/r/rolling+stones/hitch+hike_20118171.html,"I'm going to Chicago that's the last place my baby stayed  
I'm packing up my bags I'm gonna leave this town right away  
I'm gonna find that girl if I have to hitch hike around the world  
  
""Chicago City"" that's what the sign on the freeway read  
I'm gonna keep on going 'til I get to that street's called 6th and Main  
I've gotta find that girl if i have to hitch hike around the world  
  
C'mon hitch hike  
Hitch hike children  
Hitch hike  
Hitch hike baby  
Hitch hike  
Hitch hike baby  
C'mon hitch hike  
Hitch hike darling  
  
I'm going to St. Louis but my next stop just might be L.A., that's what I say  
I got no money in my pocket so i'm going to have to hitch hike all the way  
I'm gonna find that girl if i have to hitch hike around the world  
  
C'mon hitch hike  
Hitch hike children  
Hitch hike  
Hitch hike baby  
Hitch hike  
Hitch hike baby  
C'mon hitch hike  
Hitch hike children  
  
Now c'mon c'mon hitch hike  
Hitch hike children  
Hitch hike  
Hitch hike darling  
c'mon hitch hike  
Hitch hike children  
Hitch hike hitch hike  
Hitch hike baby  
Mmmmm...

"
ZZ Top,Party On The Patio,/z/zz+top/party+on+the+patio_20149102.html,"I found an empty house in my neighborhood,  
I knew that wer shouldn't but I thought we could.  
Knew it wouldn't be hard to slide into the backyard,  
Called all my friends and slipped a hundred to the guard.  
We turned on the radio and had a party on the patio.  
  
Betty's in the sauna and she's getting kind of hot,  
Mary's in the icebox wishin' she was not.  
Connie's in the whirlpool, Jimmy's tryin' to be cool,  
Libby's in the bushes 'cause she's nobody's fool.  
We turned the lights down low and had a party on the patio.  
  
Heard the cops are coming so we tried to jump the fence,  
Mary didn't make it and we haven't seen her since.  
Connie had another drink, Jimmy simply couldn't think,  
Billy G. was passed out underneath the sink.  
But everybody's gonna show for another party on the patio.

"
Scorpions,Inheritance,/s/scorpions/inheritance_20122625.html,"Test the mend, devil melt  
Bloody money when it's lent  
Scum repair everywhere  
They want money, oh  
  
Heavenly won't it be  
Here's some money  
Belong to thee  
I will pay they will say  
Give your money, oh  
  
Obligator came and said to me  
Why don't you pay your debt  
The debt that you amend  
Asking him forgive on his demand  
For I am with a mate  
Despite in her return  
Remittance of the debt  
I can't accept  
He told me and he capped  
Quite time on his demand  
  
Imaginations came into my brain  
'Cause if you patients came  
That brings me in my break  
  
Test the mend, devil mend  
Bloody money when it's lent  
Scum repair everywhere  
They want money, oh

"
Depeche Mode,Macro,/d/depeche+mode/macro_20816828.html,"Overflowing senses  
Heightened awareness  
I hear my blood flow  
I feel its caress  
Whispering cosmos  
Talking right to me  
Unlimited, endless  
God breathing through me  
  
See the microcosm  
In macro vision  
Our bodies moving  
With pure precision  
One universal celebration  
One evolution  
One creation  
  
Thundering rhythm  
Pounding within me  
Driving me onwards  
Forcing me to see  
Clear and enlightening  
Right there before me  
Brilliantly shining  
Intricate beauty  
  
See the microcosm  
In macro vision  
Our bodies moving  
With pure precision  
One universal celebration  
One evolution  
One creation

"
Tom Waits,Altar Boy,/t/tom+waits/altar+boy_20679048.html,"He's an ol' altar boy  
Lying out there in the street  
He's an ol' alter boy  
Bound up in leather and chains  
That's why I'm feeling so blue  
I'm an old altar boy  
What about you?  
  
Now, I can order in Latin  
Make 'em au gratin, Joe  
I'm an old altar boy  
That's why I'm so depressed  
I never got the rest of the dream  
Just the ritual  
Now I'm habitual  
Majoring in crimes that are unspeakable  
Cause I'm an old altar boy  
That's what happened to me  
  
I'm an old altar boy  
He's hoping he can meet a woman dressed like a nun  
He knows there's got to be some around here  
Drinking across from the church  
A little Father Cribari wine  
On a Sunday morn' time  
  
I'm an old altar boy  
Why is he winking at this time in his life?  
He never took a wife, cause he's an old altar boy  
Oh, yeah  
What about you?

"
